ADD BARH 896,76 570611 9765220
ADD IJPN 908,00 915810 6072716
ADD KTYH 422,66 689603 6275875
ADD RWMN 831,13 590623 9749756
ADD GPPA 326,37 239555 2123890
ADD ZHFT 593,70 607246 6205696
ADD HJES 226,97 234322 1114384
ADD GHCG 978,91 882968 7870014
ADD HHFH 577,19 278495 3270903
ADD KQHX 0,65 300938 2793357
ADD BWAB 994,30 362118 8816094
ADD BUDH 756,11 212808 7072499
ADD MCVW 500,03 80836 4202392
ADD XWDV 498,53 783954 576313
ADD AZZN 408,22 487190 7432913
ADD XNJE 776,65 246756 413633
ADD PXSB 828,95 234931 8865324
ADD NIEA 40,85 285037 132002
ADD UPCQ 101,25 570584 9170981
ADD DYDT 173,44 192300 5788115
ADD TBPT 884,26 272423 3206002
ADD GVMS 917,58 671947 1643774
ADD OBIR 22,42 599853 6283315
ADD TNRI 443,74 710354 1657537
ADD WBXM 714,45 44176 7443425
ADD VLWY 207,83 204425 4129177
ADD BGSP 415,04 123685 7871753
ADD SMNM 334,76 802709 933930
ADD TMHY 126,18 539871 1740280
ADD XMND 474,06 401677 7314595
ADD FOXK 815,80 41681 1297311
ADD OTFL 484,56 889544 3139220
ADD ESBU 567,33 266827 4026634
ADD LFFE 592,91 802257 9609534
ADD XXIO 218,56 312479 1419663
ADD NATK 149,57 618488 2102379
ADD QTPR 665,19 202820 5728781
ADD QDOH 981,76 171758 7348054
ADD PFOK 115,05 144630 5737976
ADD IPSH 79,27 697324 6765211
ADD RBYK 865,51 89382 7313349
ADD APNG 877,83 81330 4272384
ADD GBHS 854,37 363100 9762017
ADD MWVU 214,23 214483 7863992
ADD VYNO 481,75 853875 3673085
ADD CJHW 815,42 260935 9480816
ADD UOMU 651,28 366557 9366635
ADD ROEZ 411,01 600475 6217639
ADD YAVT 875,21 450142 8829950
ADD BYKB 485,59 632940 989437
ADD SCZB 663,55 861847 9690578
ADD DUVZ 136,24 507926 3363004
ADD MUIP 606,77 495120 9502527
ADD SOWK 116,89 671615 3116475
ADD CRDD 373,15 936879 3845484
ADD KIKN 383,84 957900 4599200
ADD KLFP 10,37 576739 2582546
ADD FVIF 552,64 5566 2116899
ADD PRNP 593,56 352594 3536558
ADD MMNE 994,54 288416 6727126
ADD DCOD 475,61 15766 1616915
ADD SDVT 607,48 583560 8898713
ADD LRSF 522,50 512273 8021402
ADD KUUH 42,99 146607 2751367
ADD OYFA 533,66 997579 6739396
ADD BGDU 808,40 739662 718434
ADD DHHJ 260,90 864988 4133809
ADD BNEI 990,44 251258 7284473
ADD QEYD 823,82 105932 1989617
ADD WWPQ 765,94 718050 5547397
ADD MFRG 521,05 101724 3976367
ADD PDII 167,31 369442 7313855
ADD YJOS 219,69 40830 4434733
ADD YWON 710,93 234435 6561224
ADD HLQZ 231,88 959682 4560435
ADD KIWR 391,66 891845 7272143
ADD FXYS 230,56 122323 119177
ADD CENQ 875,85 716207 5155983
ADD RPZC 133,31 960177 1573542
ADD WWWI 33,70 830886 7281357
ADD HVYG 704,02 166303 233374
ADD YSOY 242,91 107711 3195917
ADD WCPC 305,30 623805 9409541
ADD MTHQ 899,89 262113 9336857
ADD SYGX 463,59 745994 1771859
ADD DEZU 408,38 793106 8183059
ADD VUKY 528,54 505961 9403344
ADD UZHB 405,95 615911 8921393
ADD MBTG 23,82 835056 3309373
ADD TPRB 933,03 95006 3873929
ADD FYXI 426,54 301663 161184
ADD EXYB 807,96 727073 9640930
ADD OTEL 875,05 957621 6892771
ADD JPGN 351,27 131285 4479371
ADD PYOQ 529,26 345311 5714769
ADD ZADJ 761,83 206881 2947922
ADD KAFZ 537,33 369219 4841203
ADD HMTH 52,65 983815 4712444
ADD QRNX 826,71 953399 458504
ADD QWQR 359,75 211485 984498
ADD WVIS 626,87 55386 4219464
ADD ZMBO 826,86 672871 1667732
ADD YIWU 906,81 721151 7317781
ADD WQLG 504,68 174848 2884592
ADD PXVW 326,71 701723 7670799
ADD OVFW 603,23 842098 6017865
ADD FVWK 962,68 469104 2359875
ADD BLMV 528,10 120094 9060943
ADD RMJK 440,07 163748 752822
ADD ZXDX 563,75 636423 4875637
ADD TDTJ 295,47 355661 49789
ADD KWWY 239,83 196536 2073861
ADD KHFW 128,68 517124 5935655
ADD ATFI 499,99 548229 8336012
ADD TYFN 654,34 146130 4094985
ADD IZKL 639,00 675894 8250937
ADD FBWB 152,72 419450 1948746
ADD JRDH 922,64 111125 2319981
ADD IPQW 770,16 614916 2292134
ADD OUBD 358,14 876863 3252322
ADD QKZG 521,74 502718 1466313
ADD SETI 845,11 965059 5154633
ADD IYVL 650,20 288106 949677
ADD MQWG 367,29 71643 3610791
ADD BFJG 930,33 463594 2456237
ADD KIRN 311,48 822685 4310265
ADD EZWK 708,95 486604 4463189
ADD SLDF 952,10 881745 634386
ADD GGXE 781,06 313599 2933789
ADD QCTZ 667,90 89690 6522385
ADD VNAP 286,06 938226 5191469
ADD WYEX 660,17 394151 2932817
ADD FHCI 406,52 647230 5851148
ADD HFSL 238,89 323187 2072553
ADD MXQY 304,06 246294 2482329
ADD ZESZ 282,06 601511 3125503
ADD WPAR 138,26 464655 8673317
ADD ZVWQ 384,24 135808 9376085
ADD JALA 490,48 399551 8273600
ADD YLGS 711,70 152675 9627204
ADD QCYP 718,11 855787 4404357
ADD TUEM 167,51 885799 5675618
ADD XTGV 128,98 802242 2981234
ADD CKTC 641,31 369748 392601
ADD CTIF 375,38 266978 262625
ADD UKLB 165,26 437581 2518407
ADD HODM 189,08 701473 4973217
ADD NVBU 159,91 237120 6041979
ADD ZVUD 515,52 911243 638809
ADD UHNW 949,53 386391 9267511
ADD GZIA 553,15 580873 940511
ADD RDOR 939,49 295029 9506432
ADD KUMR 590,28 597378 9908069
ADD VMQT 211,46 454256 4402863
ADD SIWI 586,44 730741 5397624
ADD YUBY 892,86 813558 998671
ADD ZYTJ 333,01 693647 9780768
ADD IFJK 471,60 186228 8180295
ADD TRFB 497,86 63996 4535984
ADD JUJN 306,90 298718 2636463
ADD EVUD 201,74 962592 3948956
ADD IKWV 81,53 843426 5917868
ADD TBEK 718,70 159490 8520081
ADD BLPK 741,90 314124 1690555
ADD LVON 839,43 642740 6387535
ADD YQET 503,63 820164 3073518
ADD RDSZ 69,13 486182 4341181
ADD ISZA 94,96 342563 3152200
ADD YVFL 587,46 812568 1397483
ADD MEWJ 126,63 848719 2119776
ADD NMZZ 685,89 589131 9459081
ADD VWIS 53,87 61699 8969806
ADD OKXW 972,09 693115 383943
ADD WJAI 642,72 191210 1201208
ADD JLKG 797,65 699334 3926525
ADD RVND 787,30 717024 4502955
ADD LVNS 799,53 167666 6371269
ADD XLLG 318,50 311692 651758
ADD SXJT 676,95 574084 300979
ADD WAAT 189,76 67586 9141459
ADD MJEO 464,25 879491 8236167
ADD BXWQ 528,35 925705 3647366
ADD AHAP 198,00 423144 7002420
ADD TVKZ 28,43 346941 2942624
ADD MRKZ 721,68 370904 2325123
ADD TQGW 872,54 405546 2798292
ADD MBRY 213,19 828828 8730059
ADD XUGK 790,51 314162 5171227
ADD MZXW 671,08 891736 2016786
ADD ZGYK 487,99 181879 1042801
ADD BXIM 753,68 694340 3151735
ADD CMKV 747,85 828521 8305702
ADD ZUOU 562,34 535109 1025958
ADD SZNF 391,12 359988 1190592
ADD YKTK 879,75 45696 1080349
ADD VJWW 704,42 985453 154936
ADD FPLM 841,86 643543 5051523
ADD KBDX 920,62 283087 9923141
ADD UMFO 591,99 469243 2762151
ADD LJWV 142,50 188791 3830434
ADD SYGR 212,05 300553 3010442
ADD APCD 616,78 510152 223956
ADD APPL 49,74 878058 4410414
ADD JXXI 988,39 550500 4724267
ADD SVLX 876,17 114800 2724065
ADD NDAE 557,96 302008 5121362
ADD ERHT 596,14 882498 3516747
ADD HDFI 916,39 62842 128155
ADD PTUC 1,85 870256 3335205
ADD QBJU 88,49 752479 712002
ADD DEUL 159,18 177712 6682813
ADD WSPN 226,30 522272 6265952
ADD VFDA 58,38 90832 4967025
ADD QCYU 760,97 987332 3615106
ADD VLQV 555,25 318926 8313359
ADD WRTI 320,89 200560 3936786
ADD FNNA 1,58 98780 3649545
ADD UVJD 458,39 9865 318124
ADD UBBB 515,65 247152 7355891
ADD WGZE 964,38 151863 1409636
ADD ZOOS 319,74 670203 7221820
ADD XYOV 764,60 386545 5515138
ADD UHGJ 889,17 302599 7824193
ADD AUEQ 33,06 215687 4530865
ADD UHZU 474,68 586207 2440964
ADD RDGH 40,58 182495 1716867
ADD WSQO 292,80 155130 3908516
ADD EUQV 941,96 215592 9573620
ADD LZBM 62,41 857026 1526642
ADD ZOWC 580,44 157931 8622753
ADD PXOM 553,46 153906 3710447
ADD MZUI 497,33 417258 8812145
ADD EXDV 445,73 471207 9561853
ADD DONT 824,06 937142 3614040
ADD TOBQ 616,04 41193 1046648
ADD GSVF 17,74 424023 5445870
ADD DIGG 56,03 2488 5854245
ADD CEBO 931,44 726673 3184641
ADD QBTF 558,32 927749 8534820
ADD IFPO 414,58 38745 2563794
ADD VNOR 377,50 447982 45389
ADD JLYV 959,34 880938 4148359
ADD KVUD 590,29 398534 8449783
ADD KOEU 114,03 951084 6810184
ADD SIKN 304,38 548380 5889654
ADD MJMC 648,30 986295 7984396
ADD TMKU 778,76 63037 5927270
ADD AZHX 187,88 967836 3888930
ADD VCEF 976,41 49793 6352372
ADD JUAX 560,15 880004 4439270
ADD BNSX 563,62 784438 7912696
ADD SDIG 335,07 900050 9209182
ADD UCJW 239,75 319525 6823963
ADD QTCC 124,00 482664 2682333
ADD DGXJ 948,46 336611 5215761
ADD PPFT 933,55 725601 1321333
ADD ZKJB 622,22 317842 3245683
ADD THEP 386,10 384582 5179800
ADD ITNI 655,60 735865 2985775
ADD GDJT 734,88 809155 5898749
ADD CVBL 947,21 65422 4975913
ADD GBNH 846,18 793953 7994507
ADD RXZW 697,68 546268 8453531
ADD LHFI 999,11 206741 3366500
ADD CQKU 694,88 979597 2849126
ADD UKCE 425,36 85399 877018
ADD XCZD 153,98 414803 502885
ADD YVUE 192,93 489008 3761321
ADD DZZK 98,26 985028 1808147
ADD UEHM 480,62 606291 7298848
ADD YYUZ 397,18 708004 3609212
ADD UCVZ 581,89 748018 6362674
ADD ETKT 781,74 449952 7461120
ADD QHAM 299,80 1341 6592107
ADD THNX 60,20 211465 441350
ADD DVKX 803,03 515544 7472659
ADD GAXL 940,64 728051 6454701
ADD MMRB 373,67 290493 323474
ADD BBZG 476,99 867573 405394
ADD DTDZ 452,54 926421 8138069
ADD FWPG 408,14 567512 8999603
ADD GTQM 582,78 49356 4309310
ADD WPHF 649,76 258865 8723657
ADD FWZG 727,40 6885 6429634
ADD MBRV 60,11 740930 9704972
ADD UXZZ 869,94 419687 3543187
ADD DDKY 380,95 567749 4944573
ADD FYYS 406,53 634438 9883953
ADD TJQQ 607,04 142521 4588988
ADD FEAO 912,11 527133 4008649
ADD UAHD 64,07 630740 3289260
ADD AMFN 220,70 457903 4299269
ADD ORSF 69,79 968099 1386869
ADD IKAV 19,26 242682 7823693
ADD HHHS 621,54 565595 7644409
ADD AJYP 511,55 219067 9129239
ADD WGIJ 824,09 272538 3030960
ADD DKXV 700,23 252 3828055
ADD WGQQ 17,09 349198 8159770
ADD NTGG 431,23 154181 1966546
ADD VYVJ 803,76 273356 775638
ADD KNKU 967,76 584274 917302
ADD MNYI 716,16 784962 4404889
ADD LHPY 505,43 548292 6194199
ADD KNUN 49,40 163772 9723030
ADD IPZJ 124,93 210001 4000550
ADD KJZD 324,87 759080 3801651
ADD TKQB 231,46 597323 7455240
ADD VZTS 884,71 163691 4235740
ADD DYHA 308,14 935050 5468433
ADD GFUC 834,24 853321 5549127
ADD POKH 529,75 444930 3938606
ADD XUTS 521,99 298403 9458802
ADD MLDS 409,02 150826 7885685
ADD QCCK 801,65 44958 2795815
ADD SYQK 583,41 797210 3612926
ADD GQPR 705,89 39034 6873597
ADD VPND 560,99 605828 397022
ADD XCPT 4,02 852555 1574874
ADD ASNA 603,76 928262 7903451
ADD KZWG 866,31 457961 3892488
ADD MFSY 174,07 949076 5133334
ADD OENW 448,58 287959 1051320
ADD UHYM 874,13 534903 629252
ADD CZPY 496,52 436818 9647271
ADD INKC 975,33 437727 7528463
ADD UGTF 868,21 640952 5007387
ADD IHHQ 771,49 989474 4045204
ADD HNND 944,36 655405 2842995
ADD FGFR 47,86 226317 7746724
ADD YYYA 313,81 676252 7799979
ADD CTCQ 810,26 547968 5842301
ADD DVBU 49,70 906446 1202334
ADD EPIK 332,07 74702 50381
ADD ORGP 393,52 501061 7656264
ADD QPWV 819,78 243709 907664
ADD MPLW 912,87 125361 467663
ADD ECGX 199,67 888252 1877482
ADD UBAH 550,90 248823 5392924
ADD SLZP 483,06 770988 1118416
ADD HHMC 568,92 502532 1337579
ADD SMPX 704,37 608118 2487997
ADD DDVH 43,96 239730 1474270
ADD CNXC 955,10 431202 3142684
ADD PSRO 902,99 513932 6299500
ADD EIHE 271,11 914468 4204752
ADD AETK 709,75 573628 2176546
ADD NSVL 783,38 980684 5340397
ADD TIRF 735,74 710081 922733
ADD KJQQ 390,35 437636 7512439
ADD NILM 597,42 512611 5062114
ADD OWZE 94,47 473047 5497328
ADD YRMM 72,63 221971 6596701
ADD RLNB 274,52 966353 8735220
ADD IAEP 79,81 809055 3306441
ADD PAYQ 883,55 71492 9607573
ADD EANU 936,51 955241 3189406
ADD CPPH 437,97 191939 3734311
ADD EEWS 231,32 667610 6692955
ADD BTXZ 424,73 891202 3410927
ADD RRCB 136,26 601683 9838265
ADD ELUY 72,44 368428 7849406
ADD BZEY 302,87 690386 7965764
ADD VTLB 135,19 264864 7767129
ADD GVLS 835,44 509662 5547128
ADD MWKL 655,41 895906 2185158
ADD MURM 232,16 472974 7184006
ADD GSVK 810,14 30764 5613631
ADD RQLY 497,35 516289 5327643
ADD NKBV 11,36 773808 6235858
ADD MSSX 150,48 571109 4569757
ADD HSMH 912,42 163330 4837890
ADD HGSM 277,25 461982 8146951
ADD IPDO 918,98 239215 9517068
ADD IHYF 715,41 148797 106401
ADD BGEF 504,09 629035 2934601
ADD FZVU 205,25 951993 7778487
ADD VQMT 809,72 151197 7096500
ADD TLTA 602,99 14794 8365529
ADD IGFK 741,19 745873 5314650
ADD USVS 381,17 231375 2003543
ADD TKGY 473,15 235159 6315047
ADD SRMB 416,61 895916 437433
ADD UFQM 592,50 500937 364860
ADD XROR 307,28 589381 1987158
ADD NFAY 174,96 354089 6807015
ADD HQZK 698,06 757716 2663338
ADD CPYQ 450,32 226332 4881576
ADD OWDS 883,88 33536 2900901
ADD GLON 230,56 266860 4410820
ADD JCKD 441,25 774142 2639204
ADD DHTD 903,23 520943 359536
ADD XNJP 314,74 962007 321159
ADD YINS 5,33 813471 9052593
ADD NMWR 687,38 618390 2147308
ADD BPGZ 744,20 68384 7484045
ADD AXYW 160,18 269890 6788804
ADD YRZQ 182,50 4430 8971731
ADD JVCJ 578,90 872482 682834
ADD UNVQ 236,67 262557 706089
ADD TIFK 888,46 645460 7554727
ADD WLZP 204,39 95590 6957000
ADD IYOZ 818,39 182765 5816221
ADD ALRZ 492,75 387161 5333847
ADD GAKR 59,56 1392 7789562
ADD RFNM 353,13 84825 9894001
ADD IPSC 901,31 20113 2466423
ADD ZPUR 807,50 831081 3564199
ADD MKRQ 947,43 92441 3146484
ADD YLNQ 23,14 475195 2444945
ADD ZJEW 507,36 658745 6730441
ADD DKTM 444,86 501344 4362713
ADD OACQ 159,54 738352 9481716
ADD EHPN 874,72 637771 1318106
ADD PQBL 900,83 663368 6882123
ADD ZAUM 188,67 674654 5648515
ADD RJLI 477,34 526715 6585220
ADD CLMT 425,53 765162 301486
ADD ABXE 502,57 255180 5869220
ADD LSJD 813,97 101998 3048026
ADD GJOD 785,71 173595 1812760
ADD RASJ 934,36 282801 5679803
ADD VPNX 771,11 522223 5878427
ADD XZXS 100,05 59822 1776962
ADD ZFQX 172,28 400320 4018432
ADD FZBF 927,29 610155 3186645
ADD YTHU 332,19 439146 5846755
ADD JLGR 877,95 666881 1550347
ADD DHPK 977,35 536822 8006348
ADD KXYA 425,94 825745 4004220
ADD WGDW 194,07 377534 7429829
ADD BODP 949,53 447259 3324727
ADD IIXW 391,48 775142 1213494
ADD LWVO 781,36 884708 8492077
ADD TAYO 567,44 944687 8263781
ADD LGYM 285,67 13711 7756396
ADD MIWA 731,03 400264 4780269
ADD TERZ 35,00 121643 8510664
ADD XYCG 217,69 834049 7810195
ADD AAFD 647,56 139771 8370675
ADD QXZA 367,07 809327 6933801
ADD KLWZ 150,38 935419 9363058
ADD DVOB 902,22 925036 9917821
ADD DOEE 366,20 335118 8011388
ADD MJIN 864,98 711430 3244452
ADD FCBQ 419,57 281330 4651290
ADD FCEY 115,66 351837 9140733
ADD JEAZ 453,76 343879 7968162
ADD DUZK 180,36 776960 2798971
ADD MQYG 558,33 489398 930612
ADD ZCTK 881,02 441343 1316257
ADD VLYR 670,71 909173 1732022
ADD TXTA 395,71 147020 4118415
ADD YQSO 513,83 363374 8025422
ADD JFLD 554,46 401591 9126036
ADD NRAV 719,09 615351 6417218
ADD NYEG 448,28 880753 9509349
ADD JBTQ 858,43 796525 5971745
ADD XKMR 521,84 85052 14469
ADD VXVZ 893,23 188381 4196327
ADD QQSO 800,82 662637 8090901
ADD EDVW 401,42 459425 3474522
ADD ZQUI 780,32 491817 1516965
ADD AUMW 446,66 51775 2578572
ADD LZIA 987,58 677695 426449
ADD KMQI 791,44 715380 1582540
ADD IWUS 132,08 867735 4630236
ADD KFJQ 242,97 433449 1012605
ADD SZTR 967,49 652855 1956141
ADD AEZO 831,55 285572 3508550
ADD MRHS 508,65 31946 4518109
ADD DDQZ 415,63 621301 7785124
ADD TLIE 151,14 531037 1422698
ADD QPOC 606,98 628416 6037080
ADD EOIU 218,04 124584 1984517
ADD NFAT 256,96 668618 7582568
ADD ZTFO 188,50 714393 6847371
ADD SWBS 47,42 35784 2814393
ADD EUHI 701,52 299949 5506916
ADD FUFD 496,91 667856 6239549
ADD PVAP 887,75 725989 2751164
ADD ZMGW 360,26 478026 6985728
ADD IWAX 306,06 737148 7674945
ADD GQRQ 301,89 80829 5279630
ADD FUEX 442,67 365029 9307765
ADD GPLS 28,77 198401 2859106
ADD AJDW 861,12 509138 5603818
ADD LNAN 739,17 207769 9052534
ADD KRHM 973,74 197823 6300212
ADD TUKN 923,23 535701 8276555
ADD YQIU 77,68 577096 8466938
ADD SIOE 419,42 959124 4614830
ADD FMZP 839,32 419288 8826383
ADD XHGC 425,42 135547 3514363
ADD EMKR 719,79 196134 2230208
ADD XGSO 287,57 496362 9103628
ADD SZNH 303,48 511423 7254131
ADD CUTZ 717,21 142752 5381699
ADD KTWM 980,35 692334 5540638
ADD IZQZ 386,90 600105 9227571
ADD HYMT 812,88 953798 3279146
ADD AOFB 160,50 789158 9283187
ADD LGZX 725,38 193040 9279171
ADD QJXF 877,72 459177 8109753
ADD UFUS 764,76 933801 2597782
ADD VAFP 946,20 831289 3054129
ADD BMSW 30,57 364533 3310956
ADD CAJZ 906,78 773883 6689358
ADD GUBY 915,50 432300 3394796
ADD JGEE 23,80 382113 2651568
ADD ZXUI 241,67 705247 1370209
ADD JEMX 757,00 678820 827947
ADD QDHB 401,03 804691 6393863
ADD KHIK 444,05 931699 7200442
ADD DUIZ 563,86 434 927079
ADD EQTS 539,70 464693 5918696
ADD PASR 972,32 96353 4775117
ADD JIPT 162,21 339767 513797
ADD UOCS 743,77 37607 2760969
ADD HFPO 380,10 378084 2879808
ADD SAFT 480,42 576367 5220416
ADD FMSX 897,34 665151 8886302
ADD XDEH 170,51 923171 5660054
ADD FXOB 410,84 869594 8810109
ADD GCWF 189,62 328832 6571399
ADD MCHJ 518,12 812802 4319061
ADD KQJC 688,64 913431 1188336
ADD NJYS 290,45 593125 1444305
ADD ULZG 749,10 536160 9981691
ADD UWDB 63,68 730349 582506
ADD ZGAR 784,17 520682 7893436
ADD WTAC 210,51 460766 5097083
ADD LFCO 599,48 199022 545308
ADD QHUU 818,35 776275 1557136
ADD UJSI 486,14 946995 9313559
ADD DBQM 298,90 786980 6089360
ADD FHAW 398,93 748176 562631
ADD QEAZ 101,38 650117 2409317
ADD VOCD 815,74 88291 8908125
ADD XBYS 443,64 716822 2222280
ADD YIET 414,93 366870 7572171
ADD JLPI 630,30 691247 7089384
ADD FNBI 880,24 775574 6630362
ADD RFKD 318,90 789712 3059739
ADD DKAT 346,79 944084 645688
ADD JVZR 618,35 220779 2860706
ADD EAZV 141,12 545848 711112
ADD XLRC 708,92 244748 2193512
ADD AKDN 458,36 404085 5088132
ADD UCCK 653,95 361910 7083441
ADD ECIQ 659,08 408293 5909352
ADD UFQN 272,59 502767 8032795
ADD LOBB 772,02 866146 2266151
ADD ALOU 689,69 300340 770905
ADD RDCG 757,97 150937 2843060
ADD NKHW 461,52 938914 2986110
ADD GJZC 316,06 640308 9422414
ADD NWEJ 686,55 340859 2832287
ADD PACR 988,59 726378 9131876
ADD ZPUI 552,27 10764 9466966
ADD NNDJ 353,15 830469 5216270
ADD KSFK 670,75 734945 2521548
ADD CKMG 244,15 991832 4009627
ADD QGQD 243,15 685978 5739891
ADD EQTL 585,05 451696 6365954
ADD TOMO 158,05 578670 1248241
ADD PMEL 612,76 726080 3449356
ADD XMMW 36,54 990827 6849962
ADD EDNB 386,85 126800 1801859
ADD OLFN 268,34 431937 6864040
ADD MYPK 206,55 17461 8996264
ADD NKCV 975,83 580682 5804981
ADD YOYX 454,28 569121 2772900
ADD NAWQ 714,47 288629 9079326
ADD KBVP 546,80 610474 2089943
ADD OOZO 250,33 6333 1705955
ADD PUDN 836,89 424603 9123733
ADD CATO 781,76 836235 6138515
ADD GCVC 856,02 545925 3319355
ADD XBNS 88,69 460985 6866176
ADD MRSI 131,43 880867 9867375
ADD JYHD 120,89 468630 2089360
ADD QYJQ 925,12 452383 7788087
ADD LQAB 315,53 265452 3043842
ADD BICK 160,39 957674 5745971
ADD XIOM 729,25 631072 2816213
ADD OLGB 867,28 347097 9913510
ADD ZCUT 313,78 263867 2273407
ADD EEXI 905,76 275585 2895696
ADD YAJR 156,70 623554 9747994
ADD JTIG 257,66 282742 757736
ADD HSFZ 224,76 76158 836870
ADD TYUQ 88,44 347005 3136366
ADD ITHR 110,12 312791 3595540
ADD BMNJ 662,65 90031 760118
ADD WPCZ 663,28 776522 6152910
ADD UEIZ 495,23 266699 3604282
ADD XFOA 638,33 100183 3091165
ADD VXSI 177,27 507305 9186521
ADD AKMD 293,06 914503 7322333
ADD IUGA 382,09 940231 2313556
ADD YMSF 429,76 18777 3089192
ADD OSNQ 304,67 318328 8038104
ADD PVHI 913,21 501703 3260214
ADD NGSU 354,09 770318 5258047
ADD JGEI 33,65 451169 1163736
ADD BAVP 527,18 565103 6310995
ADD AFOO 791,81 698015 9108993
ADD WJQD 222,09 249916 3305662
ADD QOIR 987,10 790506 9239646
ADD PLKR 41,87 900899 1721179
ADD LRLL 877,61 257530 343920
ADD IFFM 781,78 209011 6322023
ADD ABWL 562,20 561423 5290944
ADD WLSZ 272,00 61913 7866636
ADD UKZC 692,00 86826 5399482
ADD FGXX 544,57 145265 1162274
ADD LDNQ 884,05 235826 659886
ADD PAGB 750,54 863018 4001649
ADD GEKL 288,07 690311 4533674
ADD PFOH 547,62 24234 2915922
ADD KXYB 5,96 987338 1372235
ADD XEFA 484,00 803584 43129
ADD JHSC 851,85 880182 9338698
ADD LGLY 974,33 401042 6195885
ADD CRFH 64,10 475718 367992
ADD PHVL 840,81 358080 7125518
ADD URUA 641,35 433064 9830888
ADD AQNV 557,54 220993 8330556
ADD GDJB 579,82 416346 4138701
ADD AOHD 408,31 70900 5684238
ADD NFOJ 50,72 841975 4450160
ADD AQDL 462,67 509348 6337952
ADD YLLD 803,40 925539 8439445
ADD WPYX 25,88 84008 8192471
ADD TRFJ 912,51 549777 374171
ADD BZYE 610,16 597100 3887730
ADD EZPP 140,95 575651 3721679
ADD SWTO 718,44 878472 3329627
ADD SOEG 714,25 779280 5342548
ADD QCLS 604,77 655713 3850030
ADD XYGA 544,25 845335 5994426
ADD CJWV 772,53 78029 5686063
ADD STVI 635,67 179260 9004102
ADD LUEH 38,46 36135 6407903
ADD IOJI 943,01 262296 2446990
ADD CWSP 556,96 56960 1339399
ADD ZNLS 293,90 545600 4858230
ADD OXSH 658,03 28012 1705003
ADD KEDQ 533,65 566437 280219
ADD OVYJ 311,97 731309 1401153
ADD NMFW 686,50 632966 8882837
ADD CNHK 428,68 915524 1940951
ADD ONKL 518,67 621889 7726503
ADD WRNU 135,33 918326 9793736
ADD LEZK 428,35 890580 6569090
ADD FQWC 932,37 3521 8446318
ADD FESM 210,28 981972 4696752
ADD ZBNO 731,14 675211 2510394
ADD MGIT 433,39 546137 7452669
ADD VDSF 980,28 484160 2665010
ADD ZOZF 528,76 881418 7605008
ADD WSFO 102,96 543373 7697217
ADD VPQX 507,70 968453 1173497
ADD CVIY 781,25 757470 4718384
ADD JCKK 2,05 95123 9685752
ADD BBFJ 487,37 39453 7904665
ADD WHJT 628,04 798022 8604189
ADD QEOU 315,18 591616 5188287
ADD EOXL 893,14 374870 391468
ADD BYSO 962,82 677242 2649226
ADD AISK 34,36 931818 9233567
ADD JFKL 940,41 208469 7362418
ADD TOOA 891,70 70480 6052846
ADD XWOW 833,31 14515 9125315
ADD FLXR 336,58 190195 7671414
ADD WUHV 386,45 645226 9468178
ADD ODLE 425,93 165714 5503424
ADD UELP 326,84 668203 8964425
ADD BVTG 358,96 354125 921859
ADD YOFD 487,98 916667 1064440
ADD FWKJ 264,26 452253 5937700
ADD CPOU 238,02 182156 2299976
ADD JISV 132,12 231368 128181
ADD LVVH 367,20 35903 1133618
ADD HZWR 74,21 957701 4670627
ADD EMFR 139,53 144239 3971164
ADD SKHD 964,63 669822 6021300
ADD ACKY 287,81 611875 6497812
ADD IQTC 507,98 106295 1536060
ADD QKTR 259,51 801279 1553244
ADD HAGW 630,56 796217 5795215
ADD RXKV 507,77 896429 5635804
ADD JJXM 308,86 268182 166332
ADD MKQI 641,06 420518 6473363
ADD SIHC 132,95 492378 1884993
ADD JXKY 119,48 361926 6922994
ADD KWHG 5,70 182388 3690085
ADD XACS 129,93 919284 3601796
ADD HTKA 439,11 672990 5666601
ADD LNGN 106,88 609888 1233433
ADD UGZC 590,77 464688 4435917
ADD GZML 835,07 850576 3406516
ADD HSAY 342,28 142880 6406598
ADD PGTJ 323,11 369271 260904
ADD EVCE 449,28 536983 4654453
ADD LMQI 602,27 52843 507736
ADD JYZB 286,26 141438 7935904
ADD OHBZ 959,80 747344 9001149
ADD FYVB 830,67 5045 9393098
ADD EUJL 39,66 45364 918629
ADD ATNU 709,12 921126 4045794
ADD JEIS 841,28 19905 543055
ADD UJWS 954,47 300321 1107989
ADD RERV 838,87 723057 8840485
ADD WSEV 845,52 808096 2817084
ADD FJPC 915,93 622003 6910499
ADD JHYC 303,66 964775 8521384
ADD BDCL 567,74 230341 4669663
ADD GMTD 678,34 2809 8432683
ADD VKWI 879,73 817253 1492304
ADD XSEV 2,24 917512 1152492
ADD SZGV 79,18 568084 2699698
ADD KNMW 634,01 932158 5248208
ADD NBAI 720,16 420246 2065227
ADD RVGN 563,95 296473 7938903
ADD LCZK 988,63 742248 9925494
ADD RVJP 951,79 17290 2212666
ADD FZBW 789,40 849901 8824874
ADD HZWD 270,70 26997 3200851
ADD WCTT 137,33 879264 7883927
ADD HPRV 2,07 952820 5209315
ADD QPGX 181,53 50817 5062925
ADD MYBB 396,97 958479 2691609
ADD OABE 973,67 899047 4228230
ADD ZOZV 278,19 784771 2634661
ADD BRBO 263,16 956985 2443535
